,age,nationality,club,overall,potential,value_eur,preferred_foot,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,main_position,bmi
9774,32,27,520,66,66,425000,1,1,3,3,65.0,61.0,61.0,65.0,61.0,76.0,67,61,62,63,64,63,59,64,62,69,61,68,66,70,59,58,83,80,75,63,72,60,56,48,65,65,59,63,62,63,63,63,63,62,62,62,63,61,61,61,63,62,62,62,63,65,64,64,64,65,65,64,64,64,65,4,23.503556057507403
9775,30,27,520,66,66,525000,0,1,2,2,71.0,32.0,40.0,50.0,62.0,74.0,22,26,61,53,28,47,30,27,52,53,65,76,48,57,50,63,85,55,81,16,77,64,27,32,38,53,59,63,64,47,47,47,43,45,45,45,43,44,44,44,46,47,47,47,46,55,58,58,58,55,57,64,64,64,57,4,23.589835468362743
9776,31,28,507,66,66,475000,1,1,3,2,54.0,50.0,64.0,63.0,63.0,73.0,55,37,56,69,63,61,59,61,72,67,59,50,65,60,60,57,72,76,72,61,73,64,66,58,59,64,61,67,64,57,57,57,59,59,59,59,59,61,61,61,61,65,65,65,61,63,66,66,66,63,62,64,64,64,62,4,22.99262444384723
9777,29,28,581,66,66,650000,1,1,3,2,62.0,64.0,50.0,61.0,31.0,76.0,29,67,72,59,63,59,58,59,58,64,65,60,63,62,51,64,90,92,76,58,50,28,68,43,63,61,32,23,20,65,65,65,58,61,61,61,58,59,59,59,59,57,57,57,59,46,48,48,48,46,45,44,44,44,45,1,22.99262444384723
9778,32,27,354,66,66,425000,1,1,2,2,55.0,37.0,58.0,57.0,66.0,72.0,62,40,59,63,22,54,47,28,59,60,64,47,55,66,57,43,33,66,81,26,65,68,54,57,35,63,65,67,66,52,52,52,55,54,54,54,55,55,55,55,57,59,59,59,57,63,64,64,64,63,63,65,65,65,63,4,24.187046492878256
9779,29,27,491,66,66,625000,1,1,3,3,76.0,60.0,60.0,67.0,39.0,67.0,63,64,63,62,48,70,47,28,59,64,75,77,70,56,65,64,59,69,72,52,55,24,59,66,56,65,60,27,22,63,63,63,65,64,64,64,65,63,63,63,65,58,58,58,65,52,50,50,50,52,49,47,47,47,49,10,24.302487059714682
9781,33,27,512,66,66,325000,1,1,3,3,54.0,50.0,62.0,66.0,60.0,72.0,47,45,57,70,45,64,57,45,68,70,51,56,67,66,63,51,72,79,77,62,53,54,54,62,50,66,64,62,56,57,57,57,59,60,60,60,59,62,62,62,61,65,65,65,61,61,64,64,64,61,60,62,62,62,60,6,23.095409007209515
9782,25,28,488,66,66,700000,0,1,2,3,76.0,60.0,65.0,67.0,45.0,55.0,64,59,47,66,41,66,64,61,65,66,78,75,73,58,77,65,54,63,52,67,54,39,65,66,40,49,37,54,48,61,61,61,66,65,65,65,66,65,65,65,65,62,62,62,65,57,55,55,55,57,56,49,49,49,56,0,23.711844630960897
9783,29,28,379,66,66,650000,1,1,3,3,70.0,63.0,49.0,62.0,25.0,76.0,32,65,65,57,58,62,57,38,50,63,69,70,64,61,55,68,75,61,82,50,79,16,66,50,74,58,20,23,21,64,64,64,59,62,62,62,59,59,59,59,58,53,53,53,58,42,44,44,44,42,40,43,43,43,40,1,25.082863029651524
9784,34,27,354,66,66,230000,1,1,3,2,78.0,49.0,58.0,62.0,61.0,74.0,68,49,50,59,29,59,62,61,55,60,71,84,75,61,69,54,65,77,72,49,77,65,54,48,35,52,56,64,66,56,56,56,60,57,57,57,60,57,57,57,61,58,58,58,61,65,62,62,62,65,65,63,63,63,65,9,24.489795918367346
9785,30,27,542,66,66,525000,1,1,2,2,53.0,44.0,56.0,63.0,63.0,73.0,51,31,62,62,45,61,40,36,59,66,56,50,64,71,63,68,66,74,73,50,73,66,39,58,44,48,57,68,65,54,54,54,55,55,55,55,55,57,57,57,57,61,61,61,57,62,65,65,65,62,62,65,65,65,62,6,25.24933720489837
9786,28,27,388,66,66,550000,0,1,3,2,70.0,45.0,58.0,57.0,64.0,72.0,71,36,68,56,34,55,59,34,57,59,69,70,61,60,57,62,75,76,75,47,60,63,54,57,49,59,60,65,68,55,55,55,57,55,55,55,57,55,55,55,59,58,58,58,59,64,61,61,61,64,65,64,64,64,65,8,23.24598478444632
9787,27,28,260,66,66,575000,1,1,4,3,74.0,51.0,60.0,67.0,63.0,65.0,66,48,57,67,45,66,49,39,64,63,74,74,78,66,76,57,80,60,65,56,65,59,45,49,49,59,61,69,66,57,57,57,61,59,59,59,61,60,60,60,62,60,60,60,62,65,63,63,63,65,65,64,64,64,65,9,26.643598615916957
9788,32,0,362,66,66,475000,1,1,3,3,55.0,59.0,63.0,68.0,50.0,76.0,57,53,39,72,49,68,43,49,66,70,59,52,71,53,73,71,85,86,72,64,69,47,63,61,43,67,50,55,50,59,59,59,62,62,62,62,62,64,64,64,63,65,65,65,63,59,61,61,61,59,57,56,56,56,57,5,26.643598615916957
9789,30,28,505,66,66,625000,1,1,3,2,62.0,64.0,49.0,60.0,28.0,78.0,23,65,64,57,43,59,46,56,42,63,63,62,69,61,36,72,86,79,83,59,64,15,68,64,69,54,34,20,22,64,64,64,58,62,62,62,58,61,61,61,57,55,55,55,57,43,45,45,45,43,41,43,43,43,41,1,23.959094229364496
9790,32,28,581,66,66,425000,1,1,3,2,54.0,31.0,45.0,36.0,65.0,77.0,42,36,65,60,24,30,22,29,49,32,52,55,56,66,50,34,78,74,81,19,69,61,31,28,37,56,67,67,59,43,43,43,40,39,39,39,40,40,40,40,43,46,46,46,43,56,58,58,58,56,58,65,65,65,58,4,22.835009827725745
9791,29,0,490,66,66,550000,1,1,2,2,58.0,27.0,40.0,39.0,65.0,71.0,24,20,61,55,29,23,21,27,48,52,55,61,53,63,60,50,81,63,74,15,69,64,29,32,36,50,62,72,54,43,43,43,38,40,40,40,38,40,40,40,41,47,47,47,41,54,59,59,59,54,57,64,64,64,57,4,23.24598478444632
9792,30,0,339,66,66,600000,1,1,3,3,68.0,56.0,61.0,65.0,65.0,69.0,57,47,54,67,56,64,55,51,65,66,66,69,67,67,70,67,66,72,66,63,73,68,68,57,56,53,68,65,62,61,61,61,62,63,63,63,62,63,63,63,63,64,64,64,63,65,66,66,66,65,65,65,65,65,65,5,25.458065904119906
9793,31,0,523,66,66,575000,1,1,3,2,76.0,66.0,60.0,59.0,37.0,70.0,60,69,66,62,58,57,59,59,50,60,75,77,73,57,55,68,73,76,65,59,76,46,65,63,69,59,24,31,49,64,64,64,63,63,63,63,63,62,62,62,63,58,58,58,63,55,51,51,51,55,54,50,50,50,54,1,24.163265306122447
9794,33,68,499,66,66,325000,1,1,3,2,42.0,55.0,56.0,53.0,65.0,72.0,48,49,59,66,35,46,40,40,62,61,41,43,55,68,60,80,55,59,79,55,74,66,43,51,40,63,70,64,58,56,56,56,52,54,54,54,52,54,54,54,53,58,58,58,53,58,64,64,64,58,59,65,65,65,59,6,25.4364666435426
9795,29,4,457,66,66,550000,1,1,3,2,59.0,27.0,56.0,55.0,65.0,72.0,59,22,64,65,21,54,22,27,59,57,51,66,48,61,58,39,72,71,73,23,71,66,38,50,43,62,66,63,62,46,46,46,50,48,48,48,50,51,51,51,54,56,56,56,54,62,63,63,63,62,62,65,65,65,62,4,21.85727788279773
9796,29,24,564,66,66,525000,1,1,4,3,75.0,50.0,59.0,67.0,63.0,66.0,65,50,50,62,38,67,58,31,57,64,76,75,74,64,74,57,52,71,64,46,70,66,58,56,41,66,64,63,64,58,58,58,63,61,61,61,63,61,61,61,63,61,61,61,63,66,63,63,63,66,65,62,62,62,65,9,22.282592106468055
9797,30,13,443,66,66,500000,1,1,3,3,72.0,58.0,61.0,64.0,60.0,68.0,67,58,59,63,61,64,59,38,62,63,70,74,77,62,46,56,79,78,76,61,31,57,59,58,41,56,57,63,68,61,61,61,63,61,61,61,63,62,62,62,64,62,62,62,64,65,61,61,61,65,64,61,61,61,64,9,22.1606648199446
9798,31,4,455,66,66,475000,1,1,3,2,46.0,44.0,59.0,63.0,63.0,73.0,46,41,55,65,36,62,45,48,65,63,54,39,64,61,65,56,62,67,71,40,86,64,53,64,35,65,64,65,61,53,53,53,55,56,56,56,55,58,58,58,57,61,61,61,57,59,65,65,65,59,59,64,64,64,59,6,21.85727788279773
9799,31,23,474,66,66,475000,1,1,3,2,41.0,54.0,59.0,60.0,64.0,71.0,45,54,60,71,42,55,54,38,62,65,33,48,67,62,62,51,83,68,69,68,76,61,40,56,42,68,64,67,64,54,54,54,54,55,55,55,54,58,58,58,55,62,62,62,55,60,65,65,65,60,60,65,65,65,60,6,24.187046492878256
9800,28,4,564,66,66,575000,1,1,3,2,50.0,32.0,44.0,47.0,63.0,78.0,27,29,62,54,26,41,30,27,53,56,46,53,41,59,46,42,74,74,83,27,70,65,34,43,43,58,62,64,63,45,45,45,43,44,44,44,43,45,45,45,46,51,51,51,46,56,61,61,61,56,57,64,64,64,57,4,24.049343594386603
9801,28,15,397,66,66,550000,0,1,3,2,74.0,42.0,60.0,64.0,64.0,66.0,66,31,52,64,45,61,68,49,61,64,73,74,70,64,73,52,72,67,67,50,62,60,50,48,65,56,68,66,64,53,53,53,59,56,56,56,59,57,57,57,60,59,59,59,60,65,63,63,63,65,65,63,63,63,65,8,23.148148148148145
9802,29,5,341,66,66,550000,1,1,3,3,53.0,64.0,69.0,66.0,61.0,62.0,68,59,61,70,64,64,65,66,67,70,55,51,62,67,68,70,46,59,61,66,73,64,66,73,70,70,60,63,53,63,63,63,64,65,65,65,64,66,66,66,65,67,67,67,65,62,65,65,65,62,61,62,62,62,61,6,22.530864197530864
9803,28,115,119,66,66,650000,0,1,4,3,70.0,60.0,63.0,65.0,57.0,55.0,64,61,56,67,56,64,54,44,64,66,70,70,61,63,82,65,64,70,53,53,41,55,63,63,65,58,53,62,58,62,62,62,64,63,63,63,64,64,64,64,65,63,63,63,65,62,60,60,60,62,62,57,57,57,62,10,24.092970521541954
9805,31,56,117,66,66,575000,0,1,4,3,62.0,63.0,63.0,67.0,32.0,71.0,67,63,60,61,66,66,59,54,51,69,53,69,76,64,54,62,86,69,76,58,55,37,68,74,69,76,20,36,21,64,64,64,65,65,65,65,65,65,65,65,65,61,61,61,65,51,50,50,50,51,48,46,46,46,48,11,22.89307408198773
9806,28,23,374,66,66,550000,1,1,4,2,68.0,48.0,58.0,59.0,66.0,69.0,59,41,59,64,36,58,58,61,58,58,68,68,66,64,59,58,75,69,69,53,65,66,57,45,63,57,67,69,65,56,56,56,57,56,56,56,57,56,56,56,59,58,58,58,59,64,63,63,63,64,64,65,65,65,64,9,23.291229956104985
9807,29,17,538,66,66,625000,0,1,4,3,76.0,62.0,62.0,67.0,55.0,67.0,62,62,50,64,63,68,62,52,62,64,80,73,73,60,75,64,70,65,70,62,63,68,60,62,53,60,34,64,65,62,62,62,65,64,64,64,65,64,64,64,65,63,63,63,65,63,61,61,61,63,62,59,59,59,62,11,21.79944510503369
9808,27,0,414,66,66,675000,1,1,3,3,67.0,62.0,54.0,61.0,30.0,78.0,48,60,72,59,60,63,45,39,55,61,64,69,57,61,56,67,66,69,86,60,70,34,67,55,65,53,18,28,24,65,65,65,60,62,62,62,60,60,60,60,60,57,57,57,60,47,48,48,48,47,45,46,46,46,45,1,23.08254200146092
9809,28,25,146,66,66,550000,0,1,2,2,77.0,49.0,67.0,63.0,59.0,71.0,73,38,50,66,44,63,72,60,65,65,73,80,60,60,60,73,59,82,72,51,60,58,52,63,48,56,62,60,61,57,57,57,61,60,60,60,61,61,61,61,64,62,62,62,64,66,63,63,63,66,65,61,61,61,65,8,23.702162099664697
9810,36,28,578,66,66,220000,0,1,3,3,41.0,58.0,68.0,66.0,32.0,41.0,47,51,32,74,65,66,69,61,73,70,50,33,59,58,73,59,36,30,46,69,43,25,53,75,68,61,21,45,44,54,54,54,59,60,60,60,59,64,64,64,59,63,63,63,59,45,50,50,50,45,43,40,40,40,43,3,23.661438615467823
9811,29,90,573,66,66,525000,1,1,3,3,75.0,39.0,51.0,67.0,68.0,60.0,51,54,66,66,21,66,26,28,64,66,77,74,74,55,79,35,91,60,66,13,39,66,23,26,49,53,66,70,69,52,52,52,55,52,52,52,55,53,53,53,57,54,54,54,57,64,62,62,62,64,65,65,65,65,65,9,24.857954545454547
9812,30,0,611,66,66,600000,0,1,2,3,78.0,63.0,61.0,68.0,39.0,61.0,58,62,55,63,60,67,64,62,56,65,80,77,83,64,75,64,67,73,64,63,39,43,62,61,65,63,56,21,19,63,63,63,65,64,64,64,65,64,64,64,65,59,59,59,65,54,51,51,51,54,51,46,46,46,51,11,24.3910588392529
9813,29,58,601,66,66,650000,0,1,4,2,66.0,67.0,55.0,59.0,26.0,70.0,59,67,64,59,51,58,65,70,42,62,67,66,56,57,55,75,72,59,83,66,52,16,64,49,59,49,30,21,12,65,65,65,60,61,61,61,60,58,58,58,59,52,52,52,59,44,42,42,42,44,41,41,41,41,41,1,25.195263290501387
9814,29,63,44,66,66,525000,1,1,3,2,69.0,62.0,63.0,63.0,65.0,74.0,68,60,65,60,53,63,76,80,63,61,71,68,62,63,72,70,60,74,80,63,63,61,60,58,50,60,68,67,62,63,63,63,62,62,62,62,62,61,61,61,63,62,62,62,63,65,64,64,64,65,65,65,65,65,65,9,22.79035792549306
9815,27,17,509,66,66,675000,1,1,3,4,73.0,60.0,63.0,66.0,63.0,68.0,66,55,58,67,40,65,55,50,61,65,71,75,71,61,73,68,59,73,68,69,63,67,65,58,45,61,64,63,56,63,63,63,64,64,64,64,64,64,64,64,65,64,64,64,65,65,64,64,64,65,64,63,63,63,64,11,21.847008520333322
9816,29,54,311,66,66,625000,1,1,4,3,64.0,56.0,67.0,69.0,56.0,56.0,62,48,46,68,54,68,67,67,72,70,60,67,64,69,84,63,54,53,61,63,50,52,59,65,72,50,54,62,59,59,59,59,63,63,63,63,63,65,65,65,64,65,65,65,64,61,61,61,61,61,60,57,57,57,60,5,24.508945765204302
9817,29,54,272,66,66,550000,0,1,2,2,41.0,52.0,55.0,59.0,65.0,73.0,63,38,70,60,33,58,58,35,58,60,54,31,63,65,50,75,59,68,79,66,66,63,48,38,44,65,62,68,65,56,56,56,53,53,53,53,53,53,53,53,54,57,57,57,54,61,62,62,62,61,61,65,65,65,61,4,22.917609778180175
9818,31,0,298,66,66,575000,1,1,3,2,57.0,67.0,39.0,59.0,36.0,75.0,35,71,74,39,60,59,44,31,39,61,55,59,65,62,37,66,77,67,85,58,57,28,67,46,71,70,42,26,22,64,64,64,56,59,59,59,56,55,55,55,54,49,49,49,54,43,43,43,43,43,42,47,47,47,42,1,23.991212856977683
9819,27,4,621,66,66,675000,1,1,3,2,80.0,65.0,47.0,58.0,24.0,76.0,31,64,60,57,53,58,35,30,46,63,76,83,54,56,43,74,70,69,86,62,62,22,58,54,66,54,25,15,20,64,64,64,59,61,61,61,59,59,59,59,58,53,53,53,58,43,43,43,43,43,42,41,41,41,42,1,23.573915188728378
9820,27,10,410,66,66,575000,0,1,2,2,72.0,44.0,59.0,59.0,63.0,66.0,64,46,57,64,30,59,54,32,56,59,72,72,60,66,58,48,58,79,64,38,58,63,55,57,37,66,65,61,65,55,55,55,59,57,57,57,59,58,58,58,61,59,59,59,61,65,62,62,62,65,65,62,62,62,65,8,23.456790123456788
9821,27,63,66,66,66,575000,0,1,3,2,73.0,37.0,61.0,57.0,63.0,70.0,62,26,59,63,48,54,51,47,61,57,72,74,65,65,64,57,68,71,69,32,74,62,62,61,44,51,60,66,65,54,54,54,56,56,56,56,56,57,57,57,60,59,59,59,60,64,63,63,63,64,64,64,64,64,64,8,19.70796380901191
9822,33,20,407,66,66,325000,1,1,2,2,37.0,50.0,59.0,56.0,66.0,76.0,54,46,72,66,44,56,43,57,64,64,38,37,34,66,34,54,86,57,90,56,62,70,62,54,49,63,58,69,65,58,58,58,54,56,56,56,54,57,57,57,56,61,61,61,56,60,65,65,65,60,60,68,68,68,60,6,23.35633171360305
9824,28,73,451,66,66,550000,0,1,2,3,72.0,59.0,63.0,67.0,62.0,65.0,67,55,43,67,55,66,52,60,65,66,73,72,76,57,66,63,58,70,65,64,61,64,56,56,63,59,61,65,66,59,59,59,64,61,61,61,64,63,63,63,64,63,63,63,64,65,64,64,64,65,64,61,61,61,64,8,24.337479718766904
9825,31,54,317,66,66,475000,0,1,2,2,71.0,46.0,56.0,63.0,67.0,62.0,58,32,52,62,29,64,51,46,54,62,73,70,63,56,68,65,64,64,61,58,60,66,57,48,49,52,69,70,72,54,54,54,58,57,57,57,58,57,57,57,59,58,58,58,59,64,62,62,62,64,65,64,64,64,65,8,23.04002019946976
9826,28,17,509,66,66,650000,0,1,3,3,65.0,60.0,64.0,66.0,57.0,66.0,65,57,48,68,44,66,64,40,67,67,64,65,63,62,61,68,55,66,75,65,44,59,68,62,44,56,49,65,62,62,62,62,64,64,64,64,64,64,64,64,65,65,65,65,65,63,62,62,62,63,62,59,59,59,62,11,22.47120876377142
9827,28,9,297,66,66,650000,0,1,2,3,87.0,55.0,61.0,69.0,52.0,57.0,68,51,44,64,54,68,60,54,53,68,89,86,83,58,71,67,61,72,57,54,38,38,54,58,53,62,54,61,54,60,60,60,65,63,63,63,65,63,63,63,66,59,59,59,66,62,56,56,56,62,61,53,53,53,61,2,23.355636914530994
9828,29,58,654,66,66,625000,1,1,3,3,61.0,57.0,66.0,66.0,53.0,70.0,66,58,45,67,42,63,55,61,64,67,55,66,73,68,75,59,82,81,66,57,63,57,57,68,48,61,53,54,45,59,59,59,63,62,62,62,63,64,64,64,64,65,65,65,64,62,62,62,62,62,59,57,57,57,59,5,23.510204081632654
9829,32,11,588,66,66,425000,1,1,3,2,49.0,49.0,63.0,57.0,62.0,66.0,62,43,58,62,35,57,68,66,64,63,39,57,35,78,50,66,62,66,71,49,56,74,36,65,61,70,60,59,60,54,54,54,55,55,55,55,55,56,56,56,57,61,61,61,57,63,64,64,64,63,62,63,63,63,62,6,22.068809416025353
9830,31,15,645,66,66,475000,1,1,5,2,69.0,57.0,62.0,59.0,63.0,74.0,68,50,59,63,30,56,69,67,71,62,70,69,59,60,61,72,85,70,74,65,77,66,52,43,62,59,62,64,61,59,59,59,59,58,58,58,59,57,57,57,60,60,60,60,60,64,64,64,64,64,64,65,65,65,64,4,23.08254200146092
9832,31,2,337,66,66,475000,1,1,4,2,65.0,55.0,61.0,56.0,63.0,64.0,70,51,61,65,48,45,48,62,62,73,64,66,52,60,71,61,64,63,58,60,79,53,52,47,65,59,70,60,72,58,58,58,58,57,57,57,58,57,57,57,59,59,59,59,59,64,63,63,63,64,64,63,63,63,64,8,22.981901752370007
9833,31,2,338,66,66,475000,1,1,3,2,63.0,52.0,59.0,55.0,69.0,77.0,62,41,62,65,47,52,54,54,53,62,66,61,47,58,53,71,61,74,81,56,76,66,48,52,62,61,72,71,63,57,57,57,55,55,55,55,55,55,55,55,57,58,58,58,57,64,65,65,65,64,65,68,68,68,65,9,22.694018931589476
9834,31,2,337,66,66,475000,1,1,3,2,61.0,53.0,64.0,57.0,67.0,65.0,75,45,68,66,42,50,45,75,65,68,75,49,56,63,57,60,59,72,61,67,68,65,41,50,68,58,74,63,57,56,56,56,58,56,56,56,58,57,57,57,60,60,60,60,60,65,65,65,65,65,65,64,64,64,65,9,23.148148148148145
9835,35,2,235,66,66,280000,0,1,3,2,66.0,65.0,65.0,62.0,37.0,54.0,62,66,71,67,58,61,53,50,62,63,70,62,63,62,61,62,55,53,59,69,43,57,61,74,60,76,10,39,33,64,64,64,64,64,64,64,64,65,65,65,63,62,62,62,63,52,52,52,52,52,51,46,46,46,51,3,23.40750912892856
9836,28,27,353,66,66,550000,0,1,2,2,67.0,42.0,52.0,57.0,66.0,66.0,60,38,69,56,37,55,50,32,36,60,64,70,59,67,52,48,72,65,72,42,49,64,58,56,45,58,62,68,71,55,55,55,56,56,56,56,56,55,55,55,57,55,55,55,57,63,59,59,59,63,65,65,65,65,65,8,22.54595907041276
9837,27,2,234,66,66,600000,1,1,3,2,55.0,39.0,60.0,42.0,67.0,67.0,55,34,45,70,22,33,26,49,54,45,58,52,56,68,68,52,72,64,68,40,67,75,24,62,55,63,65,71,71,44,44,44,47,46,46,46,47,49,49,49,50,55,55,55,50,62,65,65,65,62,63,65,65,65,63,6,24.302487059714682
9838,35,2,68,66,66,300000,1,1,3,3,71.0,67.0,62.0,69.0,38.0,57.0,62,70,57,64,75,74,67,64,59,63,72,71,62,55,79,64,56,66,52,60,56,41,67,61,77,54,27,41,32,64,64,64,66,65,65,65,66,64,64,64,65,60,60,60,65,53,50,50,50,53,51,45,45,45,51,1,22.647376960519203
9839,27,2,237,66,66,675000,1,1,3,3,86.0,64.0,45.0,68.0,27.0,59.0,43,66,60,52,68,67,43,46,38,64,85,87,86,61,78,70,75,50,64,58,56,25,57,41,58,62,18,28,26,64,64,64,62,62,62,62,62,59,59,59,59,50,50,50,59,46,41,41,41,46,44,41,41,41,44,1,23.243801652892564
9840,31,2,235,66,66,575000,0,1,4,3,90.0,64.0,52.0,72.0,23.0,52.0,51,65,56,61,67,77,41,43,52,64,88,91,78,56,81,62,47,51,57,59,41,23,61,44,77,55,18,17,22,64,64,64,66,65,65,65,66,63,63,63,64,54,54,54,64,46,41,41,41,46,44,36,36,36,44,1,22.981901752370007
9841,35,2,186,66,66,300000,1,1,3,3,77.0,63.0,41.0,74.0,30.0,51.0,42,67,56,44,71,74,44,42,32,72,78,77,81,67,82,52,62,67,42,63,52,35,72,42,55,53,10,36,33,64,64,64,65,65,65,65,65,61,61,61,61,53,53,53,61,49,42,42,42,49,47,40,40,40,47,1,22.052190183434128
9842,28,90,280,66,66,650000,1,1,2,3,75.0,48.0,60.0,73.0,48.0,47.0,51,52,40,64,35,77,54,39,60,70,77,74,62,61,76,48,55,47,44,46,50,47,51,70,37,52,53,48,47,56,56,56,64,63,63,63,64,64,64,64,64,61,61,61,64,56,55,55,55,56,54,50,50,50,54,3,21.224489795918366
9844,31,56,170,66,66,475000,0,1,2,3,69.0,55.0,71.0,68.0,61.0,68.0,74,48,48,70,56,70,79,74,71,67,70,68,68,60,67,67,63,67,71,56,63,66,62,67,63,66,58,64,62,60,60,60,65,63,63,63,65,65,65,65,66,66,66,66,66,66,65,65,65,66,64,62,62,62,64,8,24.61810377477591
9845,26,118,596,66,66,700000,0,1,3,3,79.0,64.0,56.0,71.0,30.0,58.0,62,64,54,55,66,69,53,44,48,68,77,81,89,62,78,68,36,80,60,60,29,26,58,59,58,51,27,30,23,63,63,63,65,64,64,64,65,63,63,63,65,57,57,57,65,51,45,45,45,51,49,39,39,39,49,11,25.43268595587264
9846,31,56,117,66,66,475000,1,1,3,2,48.0,32.0,44.0,35.0,66.0,67.0,25,35,68,64,26,23,20,24,52,52,44,52,32,61,36,39,75,59,77,20,50,68,27,33,32,62,62,69,62,44,44,44,39,41,41,41,39,42,42,42,42,49,49,49,42,54,60,60,60,54,57,65,65,65,57,4,23.12406058503873
9847,27,56,408,66,66,675000,1,1,2,3,74.0,61.0,63.0,69.0,53.0,52.0,71,59,39,68,53,69,55,50,52,66,77,71,78,61,67,65,72,44,56,62,46,63,65,59,59,57,40,62,60,61,61,61,66,64,64,64,66,64,64,64,65,61,61,61,65,61,57,57,57,61,60,55,55,55,60,10,22.67573696145125
9848,32,56,385,66,66,425000,1,1,3,2,36.0,32.0,41.0,41.0,66.0,69.0,29,31,64,60,30,31,29,30,33,52,37,36,40,64,56,36,71,57,77,31,63,66,28,30,32,53,65,67,66,43,43,43,39,40,40,40,39,41,41,41,40,46,46,46,40,54,58,58,58,54,56,65,65,65,56,4,23.198315069747565
9849,30,56,492,66,66,600000,1,1,4,2,76.0,60.0,62.0,68.0,47.0,63.0,64,62,35,64,56,69,60,64,53,63,75,77,79,55,84,62,87,73,59,58,56,45,60,62,49,55,50,49,52,60,60,60,65,63,63,63,65,63,63,63,64,60,60,60,64,59,55,55,55,59,57,52,52,52,57,11,23.80869017191275
9850,35,56,475,66,66,200000,1,1,3,2,38.0,27.0,40.0,37.0,67.0,78.0,49,24,65,40,21,23,26,23,42,42,42,34,76,52,54,34,82,84,80,22,62,66,34,35,36,57,66,70,69,39,39,39,36,35,35,35,36,36,36,36,39,43,43,43,39,56,57,57,57,56,58,64,64,64,58,4,22.89307408198773
9851,34,56,385,66,66,350000,1,1,4,2,38.0,66.0,47.0,57.0,30.0,69.0,39,69,74,59,53,54,35,33,39,60,32,42,66,69,41,69,73,51,80,56,62,29,73,44,64,68,23,28,17,64,64,64,55,59,59,59,55,56,56,56,53,52,52,52,53,41,44,44,44,41,39,45,45,45,39,1,23.08254200146092
9852,34,56,385,66,66,250000,1,1,4,2,48.0,56.0,56.0,61.0,63.0,71.0,47,54,54,65,30,53,32,35,60,67,50,46,81,56,76,64,81,92,60,63,69,66,50,59,39,61,64,64,64,55,55,55,56,57,57,57,56,59,59,59,57,62,62,62,57,62,65,65,65,62,62,63,63,63,62,6,23.18339100346021
9853,33,56,408,66,66,400000,1,1,3,3,54.0,60.0,68.0,68.0,38.0,60.0,68,62,33,73,45,69,63,57,66,68,57,52,67,62,56,59,83,48,71,63,43,27,66,63,51,57,59,27,34,60,60,60,65,64,64,64,65,65,65,65,64,61,61,61,64,52,52,52,52,52,48,46,46,46,48,10,21.798202394816204
9854,30,2,475,66,66,525000,1,1,3,2,60.0,23.0,35.0,33.0,64.0,78.0,25,17,70,45,29,25,27,28,33,35,59,61,39,66,48,33,79,74,83,22,70,65,24,33,34,57,62,64,62,40,40,40,35,36,36,36,35,36,36,36,38,41,41,41,38,54,55,55,55,54,57,64,64,64,57,4,22.54595907041276
9855,28,56,382,66,66,550000,0,1,4,2,62.0,38.0,63.0,63.0,63.0,60.0,76,31,54,70,32,58,29,43,66,66,60,63,72,61,82,51,75,72,58,40,46,64,42,47,38,55,69,59,62,50,50,50,57,53,53,53,57,56,56,56,60,59,59,59,60,66,63,63,63,66,64,61,61,61,64,9,21.79930795847751
9857,28,56,170,66,66,650000,1,1,3,2,66.0,56.0,60.0,63.0,67.0,72.0,58,54,58,63,46,61,41,52,65,64,66,66,68,67,64,58,59,82,70,62,67,70,61,60,56,60,64,71,68,60,60,60,61,61,61,61,61,62,62,62,63,64,64,64,63,67,67,67,67,67,67,66,66,66,67,5,22.34351559258195
9858,34,56,350,66,66,230000,1,1,5,3,58.0,45.0,66.0,66.0,64.0,71.0,76,41,63,69,39,68,49,38,67,67,51,64,58,63,68,52,68,71,68,45,78,63,65,59,42,50,65,64,62,58,58,58,62,60,60,60,62,61,61,61,64,64,64,64,64,66,66,66,66,66,65,65,65,65,65,8,21.296296296296294
9859,30,56,475,66,66,525000,1,1,3,3,68.0,60.0,63.0,72.0,59.0,67.0,62,54,40,71,58,70,63,39,62,71,69,68,86,66,77,66,47,75,61,67,75,62,61,58,54,60,62,60,56,61,61,61,66,64,64,64,66,66,66,66,66,65,65,65,66,65,65,65,65,65,63,60,60,60,63,6,21.71806608974573
9860,27,2,282,66,66,600000,1,1,2,2,67.0,51.0,53.0,54.0,66.0,76.0,68,44,55,50,57,48,50,36,62,56,72,62,61,76,73,69,81,86,71,50,77,72,47,42,50,55,63,68,65,56,56,56,55,54,54,54,55,52,52,52,57,57,57,57,57,66,64,64,64,66,66,66,66,66,66,6,23.722810651876106
